Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
3.201692819595337	0	8.477966	4.394375	32.0	3.0	8.477966101694916	4.394374979047421	5002	5002
5.749322891235352	1	9.455577	4.742361	31.0	3.0	9.455576559546314	4.742361493124837	5002	10004
8.286394119262695	2	10.42029	5.7154183	43.0	4.0	10.420289855072463	5.715418317257525	5033	15037
10.793734788894653	3	12.340686	7.0313797	51.0	3.0	12.340686274509803	7.031380050273221	5035	20072
13.33849811553955	4	13.653951	6.8846173	46.0	4.0	13.653950953678475	6.884617725713032	5011	25083
15.778757810592651	5	16.942568	8.191958	47.0	5.0	16.94256756756757	8.191958740264221	5015	30098
18.211342096328735	6	17.939068	9.617779	64.0	5.0	17.939068100358423	9.617778519371928	5005	35103
20.547770023345947	7	23.08257	10.642333	69.0	7.0	23.08256880733945	10.642332330740574	5032	40135
22.886761903762817	8	25.464647	10.952896	61.0	8.0	25.464646464646464	10.952895591792599	5042	45177
25.361618995666504	9	29.698225	10.614161	65.0	8.0	29.698224852071007	10.614160873570425	5019	50196
27.82227087020874	10	32.03185	10.506546	72.0	13.0	32.031847133757964	10.506546568302952	5029	55225
30.104848861694336	11	38.56923	16.233839	106.0	16.0	38.56923076923077	16.233838572343245	5014	60239
32.40430212020874	12	41.032787	11.815477	79.0	17.0	41.032786885245905	11.815476393155084	5006	65245
34.84633803367615	13	45.017857	16.220568	106.0	27.0	45.017857142857146	16.220567930241895	5042	70287
37.25209403038025	14	50.0099	18.311655	141.0	20.0	50.00990099009901	18.311655677561312	5051	75338
39.75605607032776	15	50.59	17.069326	152.0	26.0	50.59	17.06932629016154	5059	80397
42.20610690116882	16	58.61628	15.656315	111.0	35.0	58.616279069767444	15.656315023279474	5041	85438
44.53425884246826	17	62.296295	18.390446	122.0	34.0	62.2962962962963	18.39044601963469	5046	90484
46.84275794029236	18	74.25	25.026676	169.0	39.0	74.25	25.026676943284528	5049	95533
49.1178240776062	19	77.2	23.92244	144.0	44.0	77.2	23.922438774570562	5018	100551
51.39815592765808	20	72.72464	16.760792	147.0	48.0	72.72463768115942	16.760792809212898	5018	105569
53.687312841415405	21	86.413795	27.681087	187.0	46.0	86.41379310344827	27.681086835075444	5012	110581
55.94920301437378	22	82.18033	29.929155	195.0	52.0	82.18032786885246	29.929155803423804	5013	115594
58.213852882385254	23	77.46154	18.91851	134.0	53.0	77.46153846153847	18.918511018883002	5035	120629
60.524218797683716	24	121.07143	43.120205	219.0	65.0	121.07142857142857	43.12020455443511	5085	125714
62.853479862213135	25	163.375	69.58841	431.0	68.0	163.375	69.58841049341478	5228	130942
65.13020586967468	26	132.07895	37.08978	194.0	66.0	132.07894736842104	37.08977840389265	5019	135961
67.4999361038208	27	237.5	55.54748	324.0	154.0	237.5	55.547481736553344	5225	141186
69.87192392349243	28	213.91667	39.949883	281.0	145.0	213.91666666666666	39.94988179651544	5134	146320
72.21413612365723	29	207.72	55.817932	355.0	117.0	207.72	55.81793260234564	5193	151513
74.4907169342041	30	186.18518	38.394672	289.0	127.0	186.1851851851852	38.39467269859678	5027	156540
76.7987220287323	31	157.3125	30.596607	267.0	108.0	157.3125	30.59660673587841	5034	161574
79.12539911270142	32	128.125	33.391758	170.0	58.0	128.125	33.39175609338329	5125	166699
81.41223287582397	33	149.67647	39.610394	329.0	77.0	149.6764705882353	39.6103971706147	5089	171788
83.69343900680542	34	218.91304	44.309105	318.0	150.0	218.91304347826087	44.30910500551116	5035	176823
85.97974491119385	35	267.21054	86.87049	485.0	151.0	267.2105263157895	86.87048977909492	5077	181900
88.26468706130981	36	170.6	32.713505	263.0	118.0	170.6	32.71350383761014	5118	187018
90.56539607048035	37	139.30556	32.161762	235.0	66.0	139.30555555555554	32.16176080417072	5015	192033
92.86449098587036	38	147.88235	21.223967	170.0	79.0	147.88235294117646	21.22396634479155	5028	197061
95.15549492835999	39	152.60606	26.55348	250.0	65.0	152.6060606060606	26.553478792736872	5036	202097
97.47240591049194	40	201.72	45.80875	266.0	147.0	201.72	45.80875025581903	5043	207140
99.7830159664154	41	323.875	81.37634	471.0	201.0	323.875	81.37634407492143	5182	212322
102.15575814247131	42	310.17648	54.70696	443.0	219.0	310.1764705882353	54.70695761119114	5273	217595
104.46666383743286	43	285.6111	63.123455	451.0	212.0	285.6111111111111	63.123458299227565	5141	222736
106.76726198196411	44	160.625	30.5407	268.0	137.0	160.625	30.54070030303824	5140	227876
109.00296592712402	45	140.16667	7.025746	160.0	127.0	140.16666666666666	7.025746302785998	5046	232922
111.32066679000854	46	113.933334	24.294855	139.0	61.0	113.93333333333334	24.294855422496344	5127	238049
113.61471700668335	47	117.441864	18.080315	136.0	66.0	117.44186046511628	18.08031478114198	5050	243099
115.90502977371216	48	127.225	7.421211	143.0	100.0	127.225	7.421211154521881	5089	248188
118.19490885734558	49	155.66667	28.355606	219.0	119.0	155.66666666666666	28.355606218883846	5137	253325
120.47387099266052	50	211.125	56.413143	372.0	133.0	211.125	56.41314304604321	5067	258392
122.7794291973114	51	244.14285	43.570724	355.0	182.0	244.14285714285714	43.570725989651656	5127	263519
125.10024809837341	52	223.04347	70.87986	470.0	147.0	223.04347826086956	70.87986054853637	5130	268649
127.37748003005981	53	168.13333	24.139502	242.0	114.0	168.13333333333333	24.139501974058113	5044	273693
129.6278669834137	54	116.76744	13.607175	169.0	84.0	116.76744186046511	13.60717527767308	5021	278714
131.90515613555908	55	104.958336	4.2815413	111.0	82.0	104.95833333333333	4.281541453988531	5038	283752
134.16828298568726	56	98.39216	5.2209177	104.0	80.0	98.3921568627451	5.220917323697463	5018	288770
136.43455481529236	57	90.10714	9.951093	99.0	55.0	90.10714285714286	9.951092135734527	5046	293816
138.7189917564392	58	80.09524	15.294687	96.0	52.0	80.0952380952381	15.29468658200368	5046	298862
141.02014899253845	59	81.72581	12.111272	95.0	52.0	81.7258064516129	12.1112708835263	5067	303929
143.29063296318054	60	88.45614	8.175853	97.0	60.0	88.45614035087719	8.175852711445394	5042	308971
145.53947591781616	61	91.09091	6.197573	98.0	73.0	91.0909090909091	6.1975735054432315	5010	313981
147.88415098190308	62	94.12963	5.368103	99.0	73.0	94.12962962962963	5.368102969621151	5083	319064
150.1527819633484	63	95.49056	6.299514	101.0	72.0	95.49056603773585	6.2995137323849795	5061	324125
152.46094393730164	64	98.5098	4.193237	105.0	74.0	98.50980392156863	4.193237080878591	5024	329149
154.70906591415405	65	100.58	4.2004285	111.0	81.0	100.58	4.200428549564913	5029	334178
157.10487699508667	66	102.28571	3.811904	112.0	97.0	102.28571428571429	3.8119040183218096	5012	339190
159.40169286727905	67	105.958336	5.8129106	125.0	98.0	105.95833333333333	5.812910678442905	5086	344276
161.68085718154907	68	114.72727	15.89363	159.0	101.0	114.72727272727273	15.893628849841969	5048	349324
164.03865694999695	69	152.18182	19.435137	173.0	107.0	152.1818181818182	19.435136168968207	5022	354346
166.39518308639526	70	183.96428	29.753132	253.0	135.0	183.96428571428572	29.753129658740033	5151	359497
168.66886711120605	71	253.9	66.67301	406.0	172.0	253.9	66.6730080317365	5078	364575
170.9357681274414	72	318.9375	88.472786	489.0	189.0	318.9375	88.47278448059606	5103	369678
173.13716292381287	73	295.0	73.957855	458.0	187.0	295.0	73.95785763448231	5015	374693
175.3902189731598	74	241.28572	148.75584	849.0	144.0	241.28571428571428	148.7558379349459	5067	379760
177.6199071407318	75	117.25581	14.173497	167.0	102.0	117.25581395348837	14.173498071869684	5042	384802
179.8839590549469	76	103.04082	5.910762	111.0	67.0	103.04081632653062	5.9107621790842355	5049	389851
182.14678978919983	77	67.75676	17.066492	102.0	49.0	67.75675675675676	17.066492230360076	5014	394865
184.35996794700623	78	52.104168	4.610855	81.0	45.0	52.104166666666664	4.6108548707250465	5002	399867
186.60138297080994	79	48.48077	2.1347888	55.0	43.0	48.48076923076923	2.134788627758519	5042	404909
188.87582802772522	80	46.416668	1.6673609	51.0	43.0	46.416666666666664	1.6673609664954354	5013	409922
191.15091514587402	81	45.414413	1.5795342	51.0	42.0	45.414414414414416	1.579533905869774	5041	414963
193.47361207008362	82	45.126125	1.46501	48.0	41.0	45.126126126126124	1.4650100212867412	5009	419972
195.93634295463562	83	44.94643	1.534364	48.0	42.0	44.94642857142857	1.5343640243383165	5034	425006
198.25483107566833	84	45.198196	1.6755787	50.0	42.0	45.1981981981982	1.6755788018108357	5017	430023
200.62447214126587	85	45.545456	1.6383826	50.0	43.0	45.54545454545455	1.6383825928827362	5010	435033
