Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.773474931716919	0	5.4227643	2.3408988	17.0	2.0	5.4227642276422765	2.3408987575698106	2001	2001
2.8116190433502197	1	5.684659	2.523749	19.0	2.0	5.684659090909091	2.523749217147718	2001	4002
3.8421590328216553	2	6.2875	3.2130349	20.0	2.0	6.2875	3.213034974910793	2012	6014
4.832524061203003	3	6.4822006	3.6687925	27.0	2.0	6.482200647249191	3.6687926038543894	2003	8017
5.8249828815460205	4	6.8831615	4.546827	46.0	2.0	6.883161512027492	4.546826804607362	2003	10020
6.839399099349976	5	7.0069685	4.070796	23.0	2.0	7.006968641114983	4.070795992121146	2011	12031
7.827211856842041	6	7.2608695	4.0563145	31.0	2.0	7.260869565217392	4.056314361631514	2004	14035
8.826519012451172	7	7.670498	4.575322	34.0	3.0	7.670498084291188	4.575322292627478	2002	16037
9.83067798614502	8	7.8671875	4.9273963	41.0	3.0	7.8671875	4.927396456531963	2014	18051
10.815435886383057	9	8.134147	4.939707	27.0	3.0	8.134146341463415	4.939706868434993	2001	20052
11.807461023330688	10	9.49763	6.4472885	39.0	2.0	9.497630331753555	6.447288571926658	2004	22056
12.80499005317688	11	9.676329	5.882634	36.0	2.0	9.676328502415458	5.882633907459108	2003	24059
13.80093002319336	12	9.367442	6.2169952	36.0	3.0	9.367441860465116	6.216995495478974	2014	26073
14.7651948928833	13	10.187818	7.0184855	44.0	2.0	10.187817258883248	7.018485657242623	2007	28080
15.743252992630005	14	11.2011175	7.2075224	44.0	3.0	11.201117318435754	7.207522364853796	2005	30085
16.718961000442505	15	12.193939	8.74341	54.0	3.0	12.193939393939393	8.743411004655272	2012	32097
17.69964623451233	16	12.126506	7.867251	45.0	3.0	12.126506024096386	7.867250776483751	2013	34110
18.66853904724121	17	13.236842	8.488953	43.0	3.0	13.236842105263158	8.488953225799168	2012	36122
19.648303031921387	18	13.909722	10.191168	70.0	2.0	13.909722222222221	10.191168013451405	2003	38125
20.629212141036987	19	13.223684	8.531055	55.0	2.0	13.223684210526315	8.531055781225573	2010	40135
21.604856967926025	20	14.027778	8.251216	45.0	3.0	14.027777777777779	8.251215772744953	2020	42155
22.55459713935852	21	16.185484	10.808723	57.0	3.0	16.18548387096774	10.808723280731046	2007	44162
23.52586793899536	22	14.550725	8.322375	39.0	3.0	14.55072463768116	8.322374646983594	2008	46170
24.482677936553955	23	17.310345	11.039438	58.0	3.0	17.310344827586206	11.039438542306842	2008	48178
25.514589071273804	24	18.09009	10.105346	54.0	5.0	18.09009009009009	10.105345610210156	2008	50186
26.463226079940796	25	20.72165	12.262374	79.0	3.0	20.721649484536083	12.262374156728914	2010	52196
27.414891004562378	26	18.327272	11.702455	68.0	3.0	18.327272727272728	11.702454358660363	2016	54212
28.367475032806396	27	19.104761	11.237627	54.0	4.0	19.104761904761904	11.237627108893976	2006	56218
29.31159806251526	28	22.3	13.912785	69.0	5.0	22.3	13.912783889486516	2007	58225
30.27322506904602	29	19.637255	11.132701	56.0	3.0	19.637254901960784	11.132701533986658	2003	60228
31.213088989257812	30	21.105263	9.818857	68.0	6.0	21.105263157894736	9.818857993634952	2005	62233
32.16972303390503	31	24.02381	12.618935	82.0	5.0	24.023809523809526	12.618935309473269	2018	64251
33.11779594421387	32	21.891304	12.032074	60.0	4.0	21.891304347826086	12.032073551589129	2014	66265
34.080260038375854	33	22.685392	11.252561	61.0	3.0	22.685393258426966	11.252560762855373	2019	68284
35.02590298652649	34	24.120481	12.404233	60.0	7.0	24.120481927710845	12.404233236173216	2002	70286
35.97137498855591	35	26.368422	15.068128	75.0	3.0	26.36842105263158	15.06812783507937	2004	72290
36.933578968048096	36	25.2625	13.475667	63.0	6.0	25.2625	13.475666727475861	2021	74311
37.88987994194031	37	24.27711	14.324394	74.0	5.0	24.27710843373494	14.32439426841208	2015	76326
38.86668610572815	38	24.963415	12.839957	77.0	3.0	24.963414634146343	12.83995775575379	2047	78373
39.81349015235901	39	25.705128	12.738101	67.0	7.0	25.705128205128204	12.73810050481401	2005	80378
40.78407907485962	40	24.950617	11.185199	56.0	7.0	24.950617283950617	11.18519881175416	2021	82399
41.74358010292053	41	24.095238	10.702268	58.0	5.0	24.095238095238095	10.702268392861134	2024	84423
42.693663120269775	42	27.202703	13.178586	68.0	5.0	27.2027027027027	13.178585957170565	2013	86436
43.647512912750244	43	27.14865	14.836662	85.0	6.0	27.14864864864865	14.836662435598635	2009	88445
44.59011125564575	44	28.239437	13.68917	79.0	5.0	28.239436619718308	13.68916996499386	2005	90450
45.53541898727417	45	26.421053	12.880281	62.0	5.0	26.42105263157895	12.880281908788392	2008	92458
46.4872350692749	46	27.424658	12.754712	67.0	6.0	27.424657534246574	12.75471205779408	2002	94460
47.42080903053284	47	28.436619	14.4551115	84.0	6.0	28.43661971830986	14.455110109992438	2019	96479
48.3811821937561	48	30.014925	20.23481	106.0	4.0	30.01492537313433	20.23481006649844	2011	98490
49.33429503440857	49	34.23729	20.57919	105.0	6.0	34.23728813559322	20.579188914401	2020	100510
50.2787070274353	50	33.081966	14.869151	70.0	8.0	33.08196721311475	14.869150682931151	2018	102528
51.23532509803772	51	36.654545	21.770887	92.0	8.0	36.654545454545456	21.770888136406697	2016	104544
52.19556021690369	52	31.523077	20.16021	110.0	5.0	31.523076923076925	20.160210386804913	2049	106593
53.157881021499634	53	31.265625	17.225746	96.0	6.0	31.265625	17.225745799801384	2001	108594
